Order,Ambler class,Protein name,Alternative protein names,Subfamily,GenPeptID,GenBankID,PubMedID (DOI),Sequence,Number of PDB structures,Mutants,Phenotype,Functional information,Natural (N) or Acquired (A)
7271,D,OXA-291,,OXA-286-like,ENW94121,APRL01000010,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. ANC 4105)
7272,D,OXA-292,,OXA-286-like,ENX53612,APRO01000007,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. NIPH 1867)
7273,D,OXA-293,,OXA-286-like,WP_032877719,NG_050610,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. ANC 3929)
7274,D,OXA-294,,OXA-294-like,ENU93232,APPC01000015,24277043 (DOI),view,,,,,N (Acinetobacter sp. NIPH 758)
7275,D,OXA-295,,OXA-294-like,ENX19403,APRW01000016,24277043 (DOI),view,,,,,N (Acinetobacter sp. NIPH 2168)
7276,D,OXA-296,,OXA-296-like,ENU21024,APOH01000009,24277043 (DOI),view,,,,,N (Acinetobacter bohemicus ANC 3994)
7277,D,OXA-297,,OXA-294-like,ENX09209,APRR01000006,24277043 (DOI),view,,,,,N (Acinetobacter sp. NIPH 1847)
7278,D,OXA-298,,OXA-294-like,ENX40034,APSA01000003,24277043 (DOI),view,,,,,N (Acinetobacter sp. NIPH 3623)
7279,D,OXA-299,,OXA-299-like,ENV82218,APQD01000016,24277043 (DOI),view,,,,,N (Acinetobacter bouvetii DSM 14964 = CIP 107468)
7280,D,OXA-300,,OXA-229-like,ENV20093,APPK01000054,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter bereziniae NIPH 3)
7281,D,OXA-301,,OXA-229-like,ENV90372,APQG01000050,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter bereziniae LMG 1003 = CIP 70.12)
7282,D,OXA-302,,OXA-286-like,ENX18112,APRT01000004,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. CIP 64.2)
7283,D,OXA-303,,OXA-286-like,ENX56371,APSD01000035,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. ANC 3880)
7284,D,OXA-304,,OXA-213-like,ENX45276,APSC01000007,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. NIPH 542)
7285,D,OXA-305,,OXA-213-like,ENV02983,APPF01000021,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. NIPH 817)
7286,D,OXA-306,,OXA-286-like,ENX38336,APSB01000022,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. NIPH 2100)
7287,D,OXA-307,,OXA-286-like,WP_032879257,NG_050611,24277043 (DOI),view,,,,carbapenemase,N (Acinetobacter sp. NIPH 1859)
7288,D,OXA-308,,OXA-308-like,ENV32314,APPN01000080,24277043 (DOI),view,,,,,N (Acinetobacter gerneri DSM 14967 = CIP 107464)
7289,D,OXA-309,,OXA-211-like,CCW28916,HF947514,24267783 (DOI),view,,,2df,carbapenemase,N (Acinetobacter johnsonii)
7290,D,OXA-310,,,Assigned,,,,,,,,
7291,D,OXA-311,,,Assigned,,,,,,,,
7292,D,OXA-312,,OXA-51-like,AGU69250,KF057029,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7293,D,OXA-313,,OXA-51-like,AGU69251,KF057030,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7294,D,OXA-314,,OXA-51-like,AGU69252,KF057031,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7295,D,OXA-315,,OXA-51-like,AGU69253,KF057032,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7296,D,OXA-316,,OXA-51-like,AGU69254,KF057033,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7297,D,OXA-317,,OXA-51-like,AGU69255,KF057034,24247131 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7298,D,OXA-318,,,Assigned,,,,,,,,
7299,D,OXA-319,,,Assigned,,,,,,,,
7300,D,OXA-320,,OXA-1-like,AGR55864,KF151169,24027220 (DOI),view,,,,,A
7301,D,OXA-321,,,Assigned,,,,,,,,
7302,D,OXA-322,,OXA-213-like,AGW16404,KF203096,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7303,D,OXA-323,,OXA-213-like,AGW16405,KF203097,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7304,D,OXA-324,,OXA-213-like,AGW16406,KF203098,24288034 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7305,D,OXA-325,,OXA-213-like,AGW16407,KF203099,24288036 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7306,D,OXA-326,,OXA-213-like,AGW16408,KF203100,24288038 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7307,D,OXA-327,,OXA-213-like,AGW16409,KF203101,24288040 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7308,D,OXA-328,,OXA-213-like,AGW16410,KF203102,24288042 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7309,D,OXA-329,,OXA-213-like,AGW16411,KF203103,24288044 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7310,D,OXA-330,,OXA-213-like,AGW16412,KF203104,24288046 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7311,D,OXA-331,,OXA-213-like,AGW16413,KF203105,24288048 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7312,D,OXA-332,,OXA-213-like,AGW16414,KF203106,24288050 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7313,D,OXA-333,,OXA-211-like,AGW16415,KF203107,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter johnsonii)
7314,D,OXA-334,,OXA-211-like,AGW16416,KF203108,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter johnsonii)
7315,D,OXA-335,,OXA-134-like,AGW16417,KF203109,24288029 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7316,D,OXA-336,,OXA-51-like,AHN07452,KF048907,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7317,D,OXA-337,,OXA-51-like,AHN07453,KF048908,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7318,D,OXA-338,,OXA-51-like,AHN07454,KF048909,25616789 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7319,D,OXA-339,,OXA-51-like,AHN07456,KF048911,25616791 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7320,D,OXA-340,,OXA-51-like,AHN07457,KF048912,25616793 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7321,D,OXA-341,,OXA-51-like,AHN07458,KF048913,25616795 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7322,D,OXA-342,,OXA-51-like,AHN07460,KF048915,25616797 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7323,D,OXA-343,,OXA-51-like,AHN07461,KF048916,25616799 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7324,D,OXA-344,,OXA-51-like,AHN07462,KF048917,25616801 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7325,D,OXA-345,,OXA-51-like,AHN07463,KF048918,25616803 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7326,D,OXA-346,,OXA-51-like,AHN07464,KF048919,25616805 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7327,D,OXA-347,,OXA-347-like,EFV28153,ACWG01000053,22845886 (DOI),view,,,,,A and N (Bacteroides spp.)
7328,D,OXA-348,,OXA-213-like,AGW83446,KF297577,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7329,D,OXA-349,,OXA-213-like,AGW83447,KF297578,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7330,D,OXA-350,,OXA-213-like,AGW83448,KF297579,24288034 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7331,D,OXA-351,,OXA-213-like,AGW83449,KF297580,24288036 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7332,D,OXA-352,,OXA-213-like,AGW83450,KF297581,24288038 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7333,D,OXA-353,,OXA-213-like,AGW83451,KF297582,24288040 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7334,D,OXA-354,,OXA-213-like,AGW83452,KF297583,24288042 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7335,D,OXA-355,,OXA-229-like,AGW83453,KF297584,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter bereziniae)
7336,D,OXA-356,,OXA-229-like,AGW83454,KF297585,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter bereziniae)
7337,D,OXA-357,,OXA-213-like,AGZ83153,KF421160,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7338,D,OXA-358,,OXA-213-like,AGZ83154,KF421161,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7339,D,OXA-359,,OXA-213-like,AGZ83155,KF421162,24288034 (DOI),view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7340,D,OXA-360,,OXA-134-like,AGZ83156,KF421163,24288030 (DOI),view,,,,carbapenemase,N (Acinetobacter schindleri)
7341,D,OXA-361,,OXA-134-like,AHA11124,KF460531,24288032 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7342,D,OXA-362,,OXA-134-like,AHA11125,KF460532,24288034 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7343,D,OXA-363,,OXA-134-like,AHA11126,KF460533,24288036 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7344,D,OXA-364,,OXA-243-like,AFR53898,JX306689,,view,,,,,N (Achromobacter dolens)
7345,D,OXA-365,,OXA-51-like,AHI63011,KF885217,24622099 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7346,D,OXA-366,,OXA-23-like,AJO16038,KP050485,,view,,,,carbapenemase,A
7347,D,OXA-367,,,Assigned,,,,,,,,
7348,D,OXA-368,,OXA-10-like,AMB19637,KT736121,,view,,,,,A
7349,D,OXA-369,,,Withdrawn,,,,,,,,
7350,D,OXA-370,,OXA-48-like,AHW47891,KJ488943,24709259 (DOI),view,,,,,A
7351,D,OXA-371,,OXA-51-like,BAO09635,AB871653,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7352,D,OXA-372,,OXA-372-like,AIG22448,KJ746496,26126492 (DOI),view,,,,carbapenemase,A
7353,D,OXA-373,,OXA-211-like,CDM87362,HG931732,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7354,D,OXA-374,,OXA-51-like,AHL30274,KF986255,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7355,D,OXA-375,,OXA-51-like,AHL30275,KF986256,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7356,D,OXA-376,,OXA-51-like,AHL30276,KF986257,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7357,D,OXA-377,,OXA-51-like,AHL30277,KF986258,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7358,D,OXA-378,,OXA-51-like,AHL30278,KF986259,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7359,D,OXA-379,,OXA-51-like,AHL30279,KF986260,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7360,D,OXA-380,,OXA-51-like,AHL30280,KF986261,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7361,D,OXA-381,,OXA-51-like,AHL30285,KJ135344,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7362,D,OXA-382,,OXA-51-like,AHL30286,KJ135345,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7363,D,OXA-383,,OXA-51-like,AHL30281,KF986262,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7364,D,OXA-384,,OXA-51-like,AHL30282,KF986263,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7365,D,OXA-385,,OXA-51-like,AHL30272,KF986253,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7366,D,OXA-386,,OXA-51-like,AHL30273,KF986254,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7367,D,OXA-387,,OXA-51-like,AHK51384,KJ173478,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7368,D,OXA-388,,OXA-51-like,AHL30284,KJ135343,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7369,D,OXA-389,,OXA-51-like,AHL30287,KJ135346,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7370,D,OXA-390,,OXA-51-like,AHL30283,KJ135342,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7371,D,OXA-391,,OXA-51-like,AHN53381,KJ427797,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7372,D,OXA-392,,OXA-1-like,BAO48034,AB901044,,view,,,,,A
7373,D,OXA-393,,,Assigned,,,,,,,,
7374,D,OXA-394,,,Assigned,,,,,,,,
7375,D,OXA-395,,OXA-50-like,AAQ76280,AY306133,,view,,,,,N (Pseudomonas aeruginosa)
7376,D,OXA-396,,OXA-50-like,AAQ76281,AY306134,,view,,,,,N (Pseudomonas aeruginosa)
7377,D,OXA-397,,OXA-58-like,AIT76118,KM087865,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7378,D,OXA-398,,OXA-23-like,AIT76095,KM087842,,view,,,,carbapenemase,A
7379,D,OXA-399,,,Assigned,,,,,,,,
7380,D,OXA-400,,OXA-51-like,AIS39036,KJ780078,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7381,D,OXA-401,,OXA-51-like,AIS39034,KJ780076,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7382,D,OXA-402,,OXA-51-like,AFZ84681,JX865391,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7383,D,OXA-403,,OXA-51-like,AIM47095,KJ920337,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7384,D,OXA-404,,OXA-51-like,AIM47096,KJ920338,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7385,D,OXA-405,,OXA-48-like,AJA30430,KM589641,25870062 (DOI),view,1,,,ESBL,A
7386,D,OXA-406,,OXA-51-like,AJD07402,KJ584915,25616789 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7387,D,OXA-407,,OXA-51-like,AJD07403,KJ584916,25616791 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7388,D,OXA-408,,OXA-51-like,AJD07404,KJ584917,25616793 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7389,D,OXA-409,,OXA-51-like,AJD07405,KJ584918,25616795 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7390,D,OXA-410,,OXA-51-like,HCT5551642,DAKAKM010000001,25616796 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7391,D,OXA-411,,OXA-51-like,AJD07406,KJ584920,25616798 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7392,D,OXA-412,,OXA-51-like,AJD07407,KJ584921,25616800 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7393,D,OXA-413,,OXA-51-like,AJD07408,KJ584922,25616802 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7394,D,OXA-414,,OXA-51-like,AJD07401,KJ584914,25616804 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7395,D,OXA-415,,OXA-2-like,AIG94927,KJ865754,,view,,,,,A
7396,D,OXA-416,,OXA-48-like,AKH90740,KP264119,25766005 (DOI),view,,,,,N (Shewanella xiamenensis)
7397,D,OXA-417,,OXA-213-like,AIU44173,KM220587,,view,,,,carbapenemase,N (Acinetobacter calcoaceticus)
7398,D,OXA-418,,OXA-229-like,AIN56719,KJ997966,,view,,,,carbapenemase,N (Acinetobacter bereziniae)
7399,D,OXA-419,,,Assigned,,,,,,,,
7400,D,OXA-420,,OXA-58-like,BAP28835,AB983359,,view,,,,carbapenemase,A and N (Acinetobacter baumannii)
7401,D,OXA-421,,OXA-270-like,AIZ00987,KM401566,25428154 (DOI),view,,,,carbapenemase,N (Acinetobacter pittii)
7402,D,OXA-422,,OXA-23-like,AIY30331,KM433671,,view,,,,carbapenemase,A
7403,D,OXA-423,,OXA-23-like,AIY30332,KM433672,33204124 (DOI),view,,,,carbapenemase,A
7404,D,OXA-424,,OXA-51-like,AJA32742,KM588352,25487794 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7405,D,OXA-425,,OXA-51-like,AJA32743,KM588353,25487796 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7406,D,OXA-426,,OXA-51-like,AJA32744,KM588354,25487798 (DOI),view,,,,carbapenemase,N (Acinetobacter baumannii)
7407,D,OXA-427,,OXA-427-like,ARO85965,KX827604,28859446 (DOI),view,1,,,carbapenemase,A
7408,D,OXA-428,,,Assigned,,,,,,,,
7409,D,OXA-429,,OXA-51-like,AJG01375,KM979376,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7410,D,OXA-430,,OXA-51-like,AJG01376,KM979377,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7411,D,OXA-431,,OXA-51-like,AJG01377,KM979378,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7412,D,OXA-432,,OXA-51-like,AJG01378,KM979379,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7413,D,OXA-433,,OXA-51-like,AJG01379,KM979380,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7414,D,OXA-434,,,Assigned,,,,,,,,
7415,D,OXA-435,,OXA-23-like,AJT57878,KP144324,,view,,,,carbapenemase,A
7416,D,OXA-436,,OXA-48-like,ALN39145,KT959105,29061750 (DOI),view,1,,,,A
7417,D,OXA-437,,OXA-24-like,AKL59536,KP410856,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7418,D,OXA-438,,OXA-48-like,AKL59521,KP410734,32970406 (DOI) 39725323 (DOI),view,,,,,A
7419,D,OXA-439,,OXA-48-like,AKR53961,KP727573,,view,,,,,A
7420,D,OXA-440,,OXA-23-like,AKR53962,KP727574,,view,,,,carbapenemase,A
7421,D,OXA-441,,OXA-51-like,AFZ84684,JX865394,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7422,D,OXA-442,,OXA-51-like,AKU37610,KP844571,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7423,D,OXA-443,,OXA-22-like,BAQ55593,LC030178,25953190 (DOI),view,,,,,N (Ralstonia mannitolilytica)
7424,D,OXA-444,,OXA-60-like,AJW47014,CP010800,25953190 (DOI),view,,,,carbapenemase,N (Ralstonia mannitolilytica)
7425,D,OXA-445,,,Assigned,,,,,,,,
7426,D,OXA-446,,OXA-184-like,AKI29907,KR061495,,view,,,,,N (Campylobacter jejuni)
7427,D,OXA-447,,OXA-184-like,AKI29908,KR061496,,view,,,,,N (Campylobacter jejuni)
7428,D,OXA-448,,OXA-184-like,AKI29909,KR061497,,view,,,,,N (Campylobacter jejuni)
7429,D,OXA-449,,OXA-184-like,AKI29910,KR061498,,view,,,,,N (Campylobacter jejuni)
7430,D,OXA-450,,OXA-61-like,AKI29914,KR061502,,view,,,,,N (Campylobacter coli)
7431,D,OXA-451,,OXA-61-like,AKI29916,KR061504,,view,,,,,N (Campylobacter jejuni)
7432,D,OXA-452,,OXA-61-like,AKI29917,KR061505,,view,,,,,N (Campylobacter jejuni)
7433,D,OXA-453,,OXA-61-like,AKI29919,KR061507,,view,,,,,N (Campylobacter jejuni)
7434,D,OXA-454,,OXA-10-like,BAR45714,LC037981,,view,,,,,N (Delftia acidovorans)
7435,D,OXA-455,,OXA-243-like,ALC76097,KP903885,,view,,,,,N (Achromobacter insuavis)
7436,D,OXA-456,OXA-457,,—,—,—(—),view,,,,,
7437,D,OXA-457,OXA-456,OXA-243-like,ALC76099,KP903887,,view,,,,,N (Achromobacter insuavis)
7438,D,OXA-458,,OXA-243-like,ALC76100,KP903888,,view,,,,,N (Achromobacter sp. 2015clin4ach)
7439,D,OXA-459,,OXA-243-like,ALC76101,KP903889,,view,,,,,N (Achromobacter insuavis)
7440,D,OXA-460,,OXA-61-like,AKI29920,KR061508,,view,,,,,N (Campylobacter coli)
7441,D,OXA-461,,OXA-61-like,AKI29921,KR061509,,view,,,,,N (Campylobacter jejuni)
7442,D,OXA-462,,,Assigned,,,,,,,,
7443,D,OXA-463,,,Assigned,,,,,,,,
7444,D,OXA-464,,OXA-464-like,ANW35663,KU721146,,view,,,,,N (Arcobacter butzleri)
7445,D,OXA-465,,OXA-184-like,AKI29912,KR061500,,view,,,,,N (Campylobacter jejuni)
7446,D,OXA-466,,OXA-184-like,AKI29913,KR061501,,view,,,,,N (Campylobacter jejuni)
7447,D,OXA-467,,,Assigned,,,,,,,,
7448,D,OXA-468,,,Assigned,,,,,,,,
7449,D,OXA-469,,,Assigned,,,,,,,,
7450,D,OXA-470,,OXA-63-like,ALC79285,KR182163,,view,,,,,N (Brachyspira pilosicoli)
7451,D,OXA-471,,OXA-63-like,ABW76137,EU086833,,view,,,,,N (Brachyspira pilosicoli)
7452,D,OXA-472,,OXA-63-like,ALC79287,KR182165,,view,,,,,N (Brachyspira pilosicoli)
7453,D,OXA-473,,OXA-63-like,ALC79288,KR182166,,view,,,,,N (Brachyspira pilosicoli)
7454,D,OXA-474,,OXA-63-like,ALC79289,KR182167,,view,,,,,N (Brachyspira pilosicoli)
7455,D,OXA-475,,OXA-63-like,ALC79290,KR182168,,view,,,,,N (Brachyspira pilosicoli)
7456,D,OXA-476,,OXA-63-like,ALC79291,KR182169,,view,,,,,N (Brachyspira pilosicoli)
7457,D,OXA-477,,OXA-63-like,ALC79292,KR182170,,view,,,,,N (Brachyspira pilosicoli)
7458,D,OXA-478,,OXA-63-like,ALC79293,KR182171,,view,,,,,N (Brachyspira pilosicoli)
7459,D,OXA-479,,OXA-63-like,ALC79294,KR182172,,view,,,,,N (Brachyspira pilosicoli)
7460,D,OXA-480,,OXA-51-like,ALL53530,KR872296,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7461,D,OXA-481*,,OXA-23-like,AKF41838,KP264123,—(—),view,,,,,A
7462,D,OXA-482,,OXA-23-like,AKF41839,KP264124,,view,,,,carbapenemase,A
7463,D,OXA-483,,OXA-23-like,AKF41840,KP264125,,view,,,,carbapenemase,A
7464,D,OXA-484,,OXA-48-like,ALI16502,KR401105,34054758 (DOI),view,,,,,A
7465,D,OXA-485,,OXA-50-like,KSG40284,LLNM01000004,,view,,,,,N (Pseudomonas aeruginosa)
7466,D,OXA-486,,OXA-50-like,AAT09617,AY597426,,view,,,,,N (Pseudomonas aeruginosa)
7467,D,OXA-487,,,Assigned,,,,,,,,
7468,D,OXA-488,,OXA-50-like,APB68390,CP017969,,view,,,,,N (Pseudomonas aeruginosa)
7469,D,OXA-489,,OXA-61-like,ALV00319,CP013733,,view,,,,,N (Campylobacter coli)
7470,D,OXA-490,,OXA-464-like,ANW35664,KU721147,,view,,,,,N (Arcobacter butzleri)
7471,D,OXA-491,,OXA-464-like,ANW35665,KU721148,,view,,,,,N (Arcobacter butzleri)
7472,D,OXA-492,,,Assigned,,,,,,,,
7473,D,OXA-493,,OXA-493-like,AMR98920,KU739135,,view,,,,,N (Campylobacter lari)
7474,D,OXA-494,,OXA-50-like,AAT09621,AY597430,,view,,,,,N (Pseudomonas aeruginosa)
7475,D,OXA-495,,,Assigned,,,,,,,,
7476,D,OXA-496,,OXA-134-like,ALM26450,KT200608,30150791 (DOI),view,,,,carbapenemase,N (Acinetobacter lwoffii)
7477,D,OXA-497,,OXA-51-like,KRW26153,LKJZ01000136,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7478,D,OXA-498,,OXA-211-like,WP_063454569,NG_068178,,view,,,,carbapenemase,N (Acinetobacter johnsonii)
7479,D,OXA-499,,OXA-143-like,ALM96709,KT964029,28264850 (DOI),view,,,,carbapenemase,A
7480,D,OXA-500,,OXA-270-like,ALP13523,KU167108,,view,,,,carbapenemase,N (Acinetobacter pittii NRZ_01528)
7481,D,OXA-501,,OXA-270-like,ALP13525,KU167110,,view,,,,carbapenemase,N (Acinetobacter pittii)
7482,D,OXA-502,,OXA-270-like,ALP13526,KU167111,,view,,,,carbapenemase,N (Acinetobacter pittii)
7483,D,OXA-503,,OXA-270-like,ALP13524,KU167109,,view,,,,carbapenemase,N (Acinetobacter pittii)
7484,D,OXA-504,,OXA-504-like,ALG65432,KT355710,26410172 (DOI),view,,,,,N (Aeromonas caviae)
7485,D,OXA-505,,OXA-48-like,ALZ40809,KU531433,,view,,,,,A
7486,D,OXA-506,,OXA-270-like,AMB17205,KU571454,,view,,,,carbapenemase,N (Acinetobacter pittii)
7487,D,OXA-507,,OXA-51-like,AMB17204,KU551305,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7488,D,OXA-508,,OXA-51-like,AMB57506,KU596972,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7489,D,OXA-509,,OXA-51-like,AMJ17435,KU692025,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7490,D,OXA-510,,OXA-51-like,AFZ84683,JX865393,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7491,D,OXA-511,,OXA-51-like,AMJ17433,KU710720,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7492,D,OXA-512,,OXA-58-like,AMK37641,KU726870,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7493,D,OXA-513,,OXA-243-like,ALX18471,KU323972,,view,,,,,N (Achromobacter insuavis)
7494,D,OXA-514,,OXA-48-like,AMN85820,KU866382,,view,,,,carbapenemase,N (Shewanella sp. 10A)
7495,D,OXA-515,,OXA-48-like,AMN85821,KU866383,,view,,,,carbapenemase,N (Shewanella sp. W17)
7496,D,OXA-516,,OXA-51-like,AMO28427,KU871391,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7497,D,OXA-517,,OXA-48-like,AMO66558,KU878974,,view,1,,,carbapenemase,A
7498,D,OXA-518,,OXA-493-like,AMR98919,KU739134,,view,,,,,N (Campylobacter lari)
7499,D,OXA-519,,OXA-48-like,ANI25017,KX349732,29866857 (DOI),view,,,,,A
7500,D,OXA-520,,OXA-10-like,ANM44758,KX388630,,view,,,,,A
7501,D,OXA-521,,OXA-51-like,ANQ38581,KX462701,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7502,D,OXA-522,,OXA-213-like,ANW47167,KX599408,,view,,,,carbapenemase,N (Acinetobacter sp. MRSN7664)
7503,D,OXA-523,,OXA-51-like,ANW47160,KX599401,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7504,D,OXA-524,,OXA-51-like,ANW47161,KX599402,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7505,D,OXA-525,,OXA-51-like,ANW47165,KX599406,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7506,D,OXA-526,,OXA-213-like,ANW47168,KX599409,,view,,,,carbapenemase,N (Acinetobacter sp. MRSN7369)
7507,D,OXA-527,,OXA-527-like,ANW47163,KX599404,,view,,,,carbapenemase,N (Acinetobacter sp. MRSN7700)
7508,D,OXA-528,,OXA-51-like,ANW47166,KX599407,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7509,D,OXA-529,,OXA-51-like,ANW47164,KX599405,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7510,D,OXA-530,,OXA-51-like,ANW47157,KX599398,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7511,D,OXA-531,,OXA-51-like,ANW47159,KX599400,,view,,,,carbapenemase,N (Acinetobacter baumannii)
7512,D,OXA-532,,OXA-51-like,ANW69916,KX609247,,view,,,,carbapenemase,N (Acinetobacter baumannii)
